               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  14,            0.042113,            0.047217,            0.037631,             0.87631,             0.43572,             0.52455,             0.34822,             0.03576,            0.018853,            0.029173,            0.008713,            0.008713,            0.008713
                  15,             0.04198,            0.047414,            0.036216,             0.87427,             0.45737,             0.55543,             0.38847,            0.032392,            0.018479,            0.027231,            0.008614,            0.008614,            0.008614
                  16,              0.0414,            0.047268,            0.036752,             0.90204,             0.46133,             0.56942,             0.39204,            0.034712,            0.018453,            0.025205,            0.008515,            0.008515,            0.008515
                  17,            0.041553,            0.046809,            0.035589,             0.85575,             0.47745,             0.54898,             0.38257,            0.034898,            0.018176,            0.025151,            0.008416,            0.008416,            0.008416
                  18,            0.040825,            0.046733,            0.034546,             0.81172,             0.50203,             0.56901,             0.39676,            0.035403,            0.018181,            0.023002,            0.008317,            0.008317,            0.008317
                  19,            0.040613,            0.046488,            0.034305,             0.82242,             0.51164,             0.56309,               0.401,            0.032955,            0.018252,            0.024506,            0.008218,            0.008218,            0.008218
                  20,            0.040706,            0.046057,            0.033217,             0.89009,             0.48474,             0.60272,             0.42858,            0.032164,            0.017917,            0.023262,            0.008119,            0.008119,            0.008119
                  21,            0.040256,            0.046418,            0.032692,             0.83838,             0.49591,             0.59511,             0.42634,             0.03224,            0.017823,            0.022588,             0.00802,             0.00802,             0.00802
                  22,            0.040073,            0.045883,            0.032486,             0.87706,             0.50712,             0.61249,              0.4315,            0.032452,            0.017252,            0.022617,            0.007921,            0.007921,            0.007921
                  23,            0.039611,            0.046453,            0.031392,             0.80613,             0.49766,             0.59322,             0.41104,            0.032276,            0.017531,             0.02539,            0.007822,            0.007822,            0.007822
                  24,            0.039557,            0.045208,             0.03079,             0.88714,             0.51676,             0.60381,             0.42649,            0.032344,            0.017098,            0.020156,            0.007723,            0.007723,            0.007723
                  25,            0.039499,            0.044827,            0.031148,             0.73618,             0.54759,             0.59785,             0.41953,            0.032863,            0.017277,            0.021293,            0.007624,            0.007624,            0.007624
                  26,            0.039318,            0.045555,            0.030169,             0.89428,              0.5102,             0.63118,              0.4424,            0.031662,            0.017386,            0.019007,            0.007525,            0.007525,            0.007525
                  27,            0.039169,            0.045131,            0.030423,             0.87168,             0.52807,             0.62061,             0.44015,            0.031608,            0.016785,            0.019566,            0.007426,            0.007426,            0.007426
                  28,            0.039169,            0.044941,            0.028742,             0.85274,             0.54832,              0.6267,             0.44718,            0.032096,            0.016631,            0.019893,            0.007327,            0.007327,            0.007327
                  29,            0.038468,            0.044311,            0.028693,             0.90385,             0.52554,             0.62458,             0.45764,            0.030965,            0.017004,            0.019527,            0.007228,            0.007228,            0.007228
                  30,            0.038586,            0.045107,            0.028893,             0.89728,               0.519,             0.63938,             0.46182,             0.03065,            0.016924,            0.018367,            0.007129,            0.007129,            0.007129
                  31,            0.038186,            0.044327,            0.028505,             0.87683,             0.52925,             0.62564,             0.45398,            0.031395,            0.016688,            0.017452,             0.00703,             0.00703,             0.00703
                  32,            0.038471,            0.044713,            0.028218,             0.90104,             0.52494,              0.6277,             0.45569,            0.031769,            0.016338,            0.018971,            0.006931,            0.006931,            0.006931
                  33,            0.038193,            0.044452,            0.027262,              0.6241,             0.58836,             0.62361,              0.4541,            0.030539,            0.016963,            0.017783,            0.006832,            0.006832,            0.006832
                  34,            0.037846,            0.044822,            0.027247,             0.71585,             0.61308,             0.65175,             0.46089,            0.031673,            0.016618,            0.015836,            0.006733,            0.006733,            0.006733
                  35,            0.037512,            0.044001,            0.027291,             0.81574,              0.5788,             0.64177,             0.46816,            0.030905,            0.016516,             0.01625,            0.006634,            0.006634,            0.006634
                  36,            0.037314,            0.044201,            0.026618,              0.9039,             0.53489,             0.65535,             0.46564,            0.030446,            0.016575,            0.015615,            0.006535,            0.006535,            0.006535
                  37,            0.037279,            0.044557,            0.026601,             0.64527,             0.63426,              0.6604,             0.48273,            0.030025,            0.016264,             0.01582,            0.006436,            0.006436,            0.006436
                  38,            0.037088,            0.043736,            0.026621,             0.56944,             0.66967,             0.67751,             0.48198,             0.03016,            0.016117,             0.01525,            0.006337,            0.006337,            0.006337
                  39,            0.036806,            0.043304,            0.026096,             0.75289,             0.57815,              0.6391,             0.47044,            0.029868,            0.015991,            0.017572,            0.006238,            0.006238,            0.006238
                  40,            0.036504,            0.043559,            0.025315,             0.89957,             0.54134,             0.65782,             0.47054,            0.029937,            0.016273,            0.017763,            0.006139,            0.006139,            0.006139
                  41,            0.037109,            0.044052,            0.025747,             0.69055,             0.65126,             0.67261,             0.49055,            0.029239,            0.015947,            0.015565,             0.00604,             0.00604,             0.00604
                  42,            0.036609,            0.043221,            0.024803,             0.72455,              0.5974,             0.66047,             0.46974,            0.030792,            0.016053,            0.015464,            0.005941,            0.005941,            0.005941
                  43,            0.036207,            0.042794,            0.025261,              0.6645,             0.66924,             0.68439,             0.48295,            0.029991,            0.015991,            0.014606,            0.005842,            0.005842,            0.005842
                  44,            0.036057,            0.042748,            0.024501,             0.82884,             0.59976,             0.68102,              0.4943,            0.029666,            0.015969,             0.01358,            0.005743,            0.005743,            0.005743
                  45,            0.036317,            0.043473,            0.023841,             0.61801,             0.67916,             0.69506,              0.5022,            0.029059,            0.016218,            0.013357,            0.005644,            0.005644,            0.005644
                  46,            0.036174,            0.043293,            0.024625,             0.61411,             0.65302,             0.67332,             0.49303,            0.028886,            0.015932,            0.014024,            0.005545,            0.005545,            0.005545
                  47,            0.035934,            0.042323,            0.024052,             0.64537,             0.64909,             0.69126,              0.5042,            0.028132,            0.015673,            0.014202,            0.005446,            0.005446,            0.005446
                  48,            0.036241,            0.043559,            0.023681,             0.65735,             0.65553,             0.68724,             0.49511,             0.02873,            0.015903,            0.013734,            0.005347,            0.005347,            0.005347
                  49,            0.036038,            0.042437,            0.024328,             0.83865,             0.60223,             0.67109,             0.49585,            0.028557,            0.015886,            0.012629,            0.005248,            0.005248,            0.005248
                  50,            0.035399,            0.042146,            0.023709,             0.67817,             0.64193,             0.68432,             0.50604,            0.029036,             0.01565,             0.01256,            0.005149,            0.005149,            0.005149
                  51,            0.035571,             0.04268,            0.023481,             0.64858,              0.6982,             0.70534,             0.50633,            0.028312,            0.015468,            0.011739,             0.00505,             0.00505,             0.00505
                  52,            0.035357,            0.042584,            0.023193,              0.8684,             0.59321,             0.67266,              0.5011,             0.02811,            0.015465,            0.013234,            0.004951,            0.004951,            0.004951
                  53,              0.0351,            0.042241,            0.022381,             0.78929,             0.63098,             0.68786,             0.51153,            0.028084,            0.015338,            0.012789,            0.004852,            0.004852,            0.004852
                  54,            0.035043,            0.042176,            0.022335,             0.84794,             0.62162,             0.71669,             0.51973,            0.027673,            0.015373,            0.013221,            0.004753,            0.004753,            0.004753
                  55,            0.035276,            0.042592,            0.022318,             0.72117,              0.6583,             0.70901,             0.51797,            0.028032,             0.01545,            0.013102,            0.004654,            0.004654,            0.004654
                  56,            0.034926,             0.04183,            0.021565,             0.67186,             0.67069,             0.69964,             0.51753,            0.028104,            0.015366,            0.011784,            0.004555,            0.004555,            0.004555
                  57,             0.03472,            0.042476,            0.021407,             0.74551,             0.64811,             0.70512,             0.51833,            0.027747,             0.01559,            0.013095,            0.004456,            0.004456,            0.004456
                  58,            0.035161,            0.041889,            0.021524,             0.79972,             0.61348,              0.6974,             0.52024,            0.026982,            0.015283,            0.012609,            0.004357,            0.004357,            0.004357
                  59,            0.034746,            0.041821,            0.021569,             0.74241,             0.67024,             0.71276,             0.51672,            0.027402,            0.015291,            0.013021,            0.004258,            0.004258,            0.004258
                  60,            0.034632,            0.041664,             0.02073,             0.70811,             0.66326,             0.70799,             0.52087,            0.027822,            0.015361,            0.012747,            0.004159,            0.004159,            0.004159
                  61,            0.034864,            0.042021,            0.020578,             0.79556,             0.65356,             0.72169,             0.52952,            0.027506,            0.015215,            0.013026,             0.00406,             0.00406,             0.00406
                  62,            0.034767,            0.041578,            0.020731,             0.68066,             0.66452,             0.69662,             0.52117,            0.027932,            0.014961,             0.01353,            0.003961,            0.003961,            0.003961
                  63,            0.033908,            0.042233,            0.020601,             0.73115,             0.63586,             0.70742,             0.52752,             0.02726,            0.015107,            0.012303,            0.003862,            0.003862,            0.003862
                  64,            0.034062,             0.04123,            0.019963,             0.69282,             0.67936,             0.71453,             0.52881,            0.027705,            0.015091,            0.011822,            0.003763,            0.003763,            0.003763
                  65,            0.034262,            0.041598,            0.019037,             0.66798,               0.672,             0.70161,             0.52005,            0.027493,            0.015113,            0.012273,            0.003664,            0.003664,            0.003664
                  66,            0.034203,            0.041619,            0.018845,             0.73361,             0.62803,             0.70836,              0.5281,            0.026808,            0.015074,            0.010868,            0.003565,            0.003565,            0.003565
                  67,            0.033677,            0.041013,            0.019478,             0.66128,             0.65352,             0.71355,               0.529,            0.026941,            0.015004,            0.010983,            0.003466,            0.003466,            0.003466
                  68,            0.034012,             0.04069,            0.020343,             0.67902,             0.66971,             0.71768,             0.52773,            0.027117,             0.01503,            0.011141,            0.003367,            0.003367,            0.003367
                  69,            0.033751,            0.041576,            0.019367,               0.764,             0.64803,             0.71814,             0.52977,             0.02734,             0.01494,            0.011255,            0.003268,            0.003268,            0.003268
                  70,            0.033658,            0.041123,            0.018742,             0.67948,             0.68811,             0.72383,             0.52795,            0.026694,            0.014922,            0.010774,            0.003169,            0.003169,            0.003169
                  71,            0.033703,            0.041282,            0.018699,             0.68645,             0.68974,             0.72779,             0.53881,            0.027036,            0.014923,            0.010691,             0.00307,             0.00307,             0.00307
                  72,            0.033602,            0.040782,             0.01814,             0.70394,               0.656,             0.70745,             0.53257,            0.027302,            0.014974,            0.011095,            0.002971,            0.002971,            0.002971
                  73,            0.033196,            0.039927,            0.018371,             0.70836,             0.66001,             0.71501,             0.53626,            0.026667,            0.014918,            0.010534,            0.002872,            0.002872,            0.002872
                  74,            0.033137,            0.040728,            0.018477,             0.74773,             0.67328,             0.72054,              0.5356,            0.027031,            0.014933,            0.011075,            0.002773,            0.002773,            0.002773
                  75,            0.033174,            0.040697,            0.017477,             0.70375,             0.67348,             0.71232,             0.52371,            0.026653,            0.014722,            0.010467,            0.002674,            0.002674,            0.002674
                  76,            0.033075,            0.040338,            0.018341,             0.74079,             0.65194,              0.7092,              0.5362,            0.026534,            0.014773,            0.010534,            0.002575,            0.002575,            0.002575
                  77,            0.032969,            0.040394,            0.017562,             0.66239,             0.66604,             0.70717,             0.53598,            0.026721,            0.014761,            0.010097,            0.002476,            0.002476,            0.002476
                  78,            0.032991,            0.040074,             0.01751,             0.66541,             0.69923,             0.71088,              0.5331,            0.026726,             0.01475,           0.0097835,            0.002377,            0.002377,            0.002377
                  79,            0.033093,            0.040629,            0.017132,             0.72143,             0.69472,             0.72942,                0.54,            0.026448,            0.014775,           0.0097346,            0.002278,            0.002278,            0.002278
                  80,             0.03248,            0.040034,            0.016952,             0.81237,             0.67088,             0.72539,             0.53833,            0.026152,            0.014711,            0.010228,            0.002179,            0.002179,            0.002179
                  81,            0.032632,            0.039991,            0.017263,              0.8277,             0.64887,             0.72317,             0.54034,             0.02605,            0.014491,            0.010429,             0.00208,             0.00208,             0.00208
                  82,            0.032769,            0.040588,            0.016739,              0.6888,             0.68971,              0.7169,             0.53937,            0.026243,             0.01454,            0.010747,            0.001981,            0.001981,            0.001981
                  83,            0.032578,            0.040117,            0.016398,             0.68278,             0.70396,             0.71803,             0.54014,            0.025936,            0.014533,             0.01052,            0.001882,            0.001882,            0.001882
                  84,            0.031832,            0.039044,            0.016384,             0.65373,             0.68754,             0.70651,             0.53606,            0.025931,            0.014567,             0.01055,            0.001783,            0.001783,            0.001783
                  85,             0.03231,            0.039755,            0.015986,             0.77737,             0.67227,              0.7186,             0.53934,             0.02582,            0.014585,            0.010468,            0.001684,            0.001684,            0.001684
                  86,            0.032115,            0.039626,             0.01628,             0.77986,             0.66195,             0.72315,             0.53935,             0.02592,            0.014573,            0.010319,            0.001585,            0.001585,            0.001585
                  87,            0.032224,            0.040239,            0.015957,             0.67584,             0.67901,             0.71629,             0.53963,            0.025833,            0.014546,            0.010662,            0.001486,            0.001486,            0.001486
                  88,            0.031982,            0.039174,            0.015222,             0.71253,             0.67895,             0.72289,             0.54994,            0.025844,             0.01454,            0.010402,            0.001387,            0.001387,            0.001387
                  89,             0.03147,            0.039309,            0.015852,             0.74556,             0.67515,             0.72574,             0.54301,            0.025933,            0.014442,            0.010552,            0.001288,            0.001288,            0.001288
                  90,            0.031984,             0.03985,            0.015108,             0.77221,             0.65771,             0.72816,             0.54547,            0.025958,            0.014384,            0.010793,            0.001189,            0.001189,            0.001189
                  91,            0.031696,            0.040133,            0.014982,             0.71099,             0.65281,             0.71763,             0.54314,            0.026009,            0.014392,            0.010771,             0.00109,             0.00109,             0.00109
                  92,            0.031512,             0.03994,            0.014571,             0.74575,             0.66918,             0.73293,             0.54856,            0.025923,            0.014389,            0.010465,            0.000991,            0.000991,            0.000991
                  93,            0.031277,            0.039012,            0.014808,             0.74889,             0.67139,             0.73143,             0.54475,            0.025927,            0.014348,            0.010414,            0.000892,            0.000892,            0.000892
                  94,            0.031439,            0.039788,            0.015057,             0.71904,             0.69542,             0.73035,             0.54579,            0.026002,            0.014265,            0.010495,            0.000793,            0.000793,            0.000793
                  95,            0.031279,              0.0395,            0.014342,             0.72056,             0.69666,             0.72908,             0.54606,            0.026021,            0.014256,            0.010566,            0.000694,            0.000694,            0.000694
                  96,            0.031123,            0.039172,            0.014045,             0.73604,             0.67743,             0.72655,             0.54611,            0.026033,            0.014287,            0.010516,            0.000595,            0.000595,            0.000595
                  97,            0.030901,            0.038547,            0.014285,             0.78541,             0.66861,             0.73609,              0.5536,            0.026051,            0.014292,            0.010642,            0.000496,            0.000496,            0.000496
                  98,            0.030798,            0.038314,            0.014247,             0.77821,             0.66739,             0.73347,             0.55006,            0.026054,             0.01429,            0.010594,            0.000397,            0.000397,            0.000397
                  99,            0.031074,            0.039115,            0.013778,             0.78236,             0.66145,              0.7343,              0.5531,            0.026099,            0.014287,             0.01062,            0.000298,            0.000298,            0.000298
