               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  46,            0.035896,            0.043341,            0.024364,             0.82795,             0.65928,              0.7216,              0.5178,             0.02783,            0.015831,            0.012432,            0.005545,            0.005545,            0.005545
                  47,            0.035976,            0.043457,            0.022936,             0.78983,              0.6614,             0.72391,             0.52156,            0.027121,            0.015747,            0.012524,            0.005446,            0.005446,            0.005446
                  48,            0.035451,            0.042413,            0.022863,             0.66433,             0.64519,             0.70538,             0.51497,             0.02729,            0.015845,            0.013808,            0.005347,            0.005347,            0.005347
                  49,            0.035602,            0.041834,            0.023295,             0.62941,             0.68219,             0.72045,             0.52084,            0.027216,             0.01542,            0.012999,            0.005248,            0.005248,            0.005248
                  50,             0.03591,            0.041922,             0.02266,             0.67118,             0.67397,             0.72159,             0.52432,            0.027288,            0.015645,             0.01336,            0.005149,            0.005149,            0.005149
                  51,            0.035432,            0.042151,            0.023478,             0.72571,             0.65873,             0.69279,             0.50983,             0.02753,            0.015459,            0.013165,             0.00505,             0.00505,             0.00505
                  52,            0.035545,            0.042615,            0.022374,             0.77117,             0.63259,             0.71261,             0.52051,            0.027333,            0.015479,             0.01271,            0.004951,            0.004951,            0.004951
                  53,            0.035197,            0.041772,            0.022015,             0.85296,             0.64554,             0.73769,             0.52895,            0.027429,            0.015411,            0.012289,            0.004852,            0.004852,            0.004852
                  54,            0.035023,            0.042284,            0.021568,               0.602,              0.7063,             0.71674,             0.52333,            0.027526,             0.01539,            0.012626,            0.004753,            0.004753,            0.004753
                  55,            0.035165,            0.041719,            0.021647,             0.62867,             0.70703,             0.71748,             0.52001,            0.026567,            0.015202,            0.012194,            0.004654,            0.004654,            0.004654
                  56,            0.034956,             0.04114,            0.021595,             0.63771,             0.72985,             0.74217,              0.5378,            0.026704,            0.015365,            0.012374,            0.004555,            0.004555,            0.004555
                  57,            0.034554,            0.042248,            0.020863,             0.79344,             0.68241,             0.74376,             0.53248,            0.026837,            0.015279,             0.01249,            0.004456,            0.004456,            0.004456
                  58,            0.034851,            0.041479,            0.020239,             0.71199,             0.68634,             0.73085,              0.5287,            0.026307,            0.015185,            0.013082,            0.004357,            0.004357,            0.004357
                  59,             0.03447,            0.041563,            0.021024,             0.59794,             0.73519,              0.7308,             0.53452,            0.026599,            0.015137,            0.012794,            0.004258,            0.004258,            0.004258
                  60,            0.034582,            0.041844,            0.020737,             0.63431,              0.7562,             0.75659,              0.5433,            0.027215,            0.015022,             0.01275,            0.004159,            0.004159,            0.004159
                  61,            0.034469,            0.041762,            0.020269,             0.73878,             0.71778,             0.77473,             0.55099,            0.027107,            0.015001,            0.011703,             0.00406,             0.00406,             0.00406
                  62,            0.034582,            0.041161,            0.019857,             0.65391,             0.74021,             0.75141,             0.54983,             0.02653,            0.015029,              0.0121,            0.003961,            0.003961,            0.003961
                  63,            0.033746,            0.041415,            0.019767,             0.61956,             0.72535,             0.73695,              0.5426,             0.02652,            0.014822,             0.01219,            0.003862,            0.003862,            0.003862
                  64,            0.034067,            0.041447,            0.019417,             0.65579,             0.69554,             0.73937,             0.54818,            0.026573,            0.014886,            0.011955,            0.003763,            0.003763,            0.003763
                  65,            0.034425,            0.041615,             0.01942,             0.60381,             0.76026,             0.75332,             0.55356,             0.02682,            0.014854,            0.011265,            0.003664,            0.003664,            0.003664
                  66,            0.034068,             0.04152,            0.018255,             0.64003,             0.72695,             0.74973,             0.54987,            0.026568,            0.014715,            0.011036,            0.003565,            0.003565,            0.003565
                  67,            0.033567,            0.041318,            0.018813,             0.63654,              0.7262,             0.74473,             0.55527,            0.025943,            0.014818,            0.011095,            0.003466,            0.003466,            0.003466
                  68,            0.033816,            0.040832,            0.018943,             0.65709,             0.73998,             0.75187,             0.54696,            0.026227,            0.014881,            0.011356,            0.003367,            0.003367,            0.003367
                  69,            0.033839,            0.041403,             0.01811,             0.64582,             0.73386,              0.7462,             0.55449,             0.02631,            0.014774,            0.011198,            0.003268,            0.003268,            0.003268
                  70,            0.033192,            0.040719,            0.018809,             0.62966,             0.72419,             0.74266,             0.54746,            0.026294,            0.014746,            0.010883,            0.003169,            0.003169,            0.003169
                  71,            0.033132,            0.040669,            0.018094,             0.74062,             0.66678,             0.72769,              0.5482,            0.026479,            0.014719,            0.011466,             0.00307,             0.00307,             0.00307
                  72,            0.033164,            0.040762,            0.018009,             0.74487,             0.65533,             0.72771,             0.54492,            0.026566,            0.014701,            0.011557,            0.002971,            0.002971,            0.002971
                  73,            0.032897,             0.04038,            0.017842,             0.65773,             0.69521,             0.72618,             0.53822,              0.0268,            0.014726,            0.011748,            0.002872,            0.002872,            0.002872
                  74,            0.032621,            0.040475,            0.017303,             0.74293,             0.68243,             0.73256,              0.5437,            0.026022,             0.01461,            0.011779,            0.002773,            0.002773,            0.002773
                  75,            0.033194,            0.040518,            0.017506,             0.76373,             0.66883,             0.73915,             0.54959,            0.026126,            0.014449,            0.011921,            0.002674,            0.002674,            0.002674
                  76,            0.032588,            0.039652,            0.018125,             0.67402,             0.72968,             0.75148,             0.55352,            0.026282,            0.014454,            0.012007,            0.002575,            0.002575,            0.002575
                  77,            0.032881,            0.040079,            0.017123,              0.7315,             0.68778,             0.74708,             0.55272,            0.026143,            0.014457,            0.011703,            0.002476,            0.002476,            0.002476
                  78,            0.032407,            0.040022,            0.016802,             0.72895,             0.68199,             0.74477,             0.55151,            0.025969,            0.014451,            0.011416,            0.002377,            0.002377,            0.002377
                  79,            0.032718,            0.040397,            0.016544,             0.74052,             0.69865,             0.75479,              0.5569,            0.025977,            0.014389,             0.01119,            0.002278,            0.002278,            0.002278
                  80,            0.032204,            0.040496,            0.016406,             0.71479,             0.69017,              0.7419,             0.55535,            0.025924,            0.014429,            0.011446,            0.002179,            0.002179,            0.002179
                  81,            0.031995,            0.039116,              0.0166,             0.71247,             0.70935,             0.74294,             0.55241,            0.025841,            0.014341,            0.010943,             0.00208,             0.00208,             0.00208
                  82,             0.03209,            0.040042,            0.016154,             0.67147,             0.69371,             0.72876,             0.54776,             0.02601,            0.014283,            0.011374,            0.001981,            0.001981,            0.001981
                  83,            0.032417,            0.039871,            0.016567,             0.62741,              0.7167,              0.7299,             0.54799,            0.026058,            0.014336,            0.011496,            0.001882,            0.001882,            0.001882
                  84,            0.031915,            0.039862,            0.015762,             0.73261,             0.67376,             0.73058,             0.54565,            0.026031,              0.0143,            0.011808,            0.001783,            0.001783,            0.001783
