               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  17,            0.041401,            0.046607,            0.035559,             0.82427,             0.51907,             0.55565,             0.39732,            0.033495,             0.01738,            0.023568,            0.008416,            0.008416,            0.008416
                  18,            0.040472,            0.046544,            0.034122,             0.88109,             0.47085,             0.58516,             0.40525,            0.032876,            0.018199,            0.022791,            0.008317,            0.008317,            0.008317
                  19,            0.040327,            0.046204,            0.034226,             0.86337,              0.4869,             0.57245,             0.40939,            0.032189,            0.018163,            0.023881,            0.008218,            0.008218,            0.008218
                  20,            0.040414,            0.045632,            0.032842,             0.87744,             0.48988,             0.59386,             0.41314,            0.032089,            0.017564,            0.022027,            0.008119,            0.008119,            0.008119
                  21,            0.039931,            0.046129,            0.032421,             0.82203,             0.53205,             0.61417,             0.42231,            0.032098,            0.018023,            0.021521,             0.00802,             0.00802,             0.00802
                  22,            0.040009,            0.045719,            0.032122,             0.88355,             0.51696,             0.61497,             0.42594,            0.032668,            0.016767,            0.020641,            0.007921,            0.007921,            0.007921
                  23,            0.039365,            0.046163,            0.031216,             0.80703,             0.51857,             0.61037,              0.4284,            0.031249,            0.016939,            0.018921,            0.007822,            0.007822,            0.007822
                  24,            0.039547,            0.044984,            0.030611,             0.79946,             0.55857,             0.62274,              0.4279,            0.032107,            0.017248,            0.018995,            0.007723,            0.007723,            0.007723
                  25,            0.039384,            0.044656,            0.030739,             0.83706,             0.55565,             0.66702,             0.45843,            0.031812,            0.017096,            0.019117,            0.007624,            0.007624,            0.007624
                  26,            0.039078,            0.045369,            0.029869,             0.77682,             0.56972,             0.65745,             0.44921,            0.031808,            0.017514,            0.019475,            0.007525,            0.007525,            0.007525
                  27,            0.038943,            0.044863,            0.030245,             0.82842,             0.54786,             0.65875,             0.45681,            0.031703,            0.016623,            0.018053,            0.007426,            0.007426,            0.007426
                  28,            0.038998,            0.044733,            0.028496,             0.92209,             0.50636,             0.63586,             0.45027,            0.031101,             0.01656,            0.018631,            0.007327,            0.007327,            0.007327
                  29,            0.038337,            0.044222,            0.028903,             0.90859,             0.51808,             0.63755,             0.44806,            0.030917,            0.016785,            0.019428,            0.007228,            0.007228,            0.007228
                  30,            0.038447,            0.045103,            0.029349,             0.91068,              0.5214,             0.68492,             0.48606,            0.029966,            0.016851,            0.017935,            0.007129,            0.007129,            0.007129
                  31,            0.038178,            0.044105,            0.027953,             0.78143,             0.54797,             0.65953,              0.4699,            0.030883,            0.016506,            0.016518,             0.00703,             0.00703,             0.00703
                  32,            0.038274,            0.044484,            0.027922,              0.7794,             0.56063,             0.64889,             0.46413,            0.030392,            0.016283,            0.016814,            0.006931,            0.006931,            0.006931
                  33,            0.037838,            0.044297,            0.026923,             0.90468,             0.50843,             0.65694,             0.46093,            0.030046,             0.01706,             0.01877,            0.006832,            0.006832,            0.006832
                  34,            0.037661,            0.044673,            0.027337,             0.67217,             0.64194,             0.69198,             0.48121,            0.029517,            0.016182,             0.01655,            0.006733,            0.006733,            0.006733
                  35,            0.037322,            0.043791,             0.02684,             0.80931,             0.59602,              0.6606,             0.48134,            0.029302,            0.016089,            0.016569,            0.006634,            0.006634,            0.006634
                  36,            0.037101,            0.044072,            0.026525,               0.752,             0.60297,             0.68581,             0.47487,            0.028768,            0.016211,            0.015384,            0.006535,            0.006535,            0.006535
                  37,            0.037206,            0.044324,            0.026022,             0.64398,             0.66005,             0.69177,             0.49964,            0.028683,             0.01594,             0.01526,            0.006436,            0.006436,            0.006436
                  38,            0.036922,            0.043409,             0.02602,              0.6435,              0.6822,             0.72667,             0.51783,            0.028454,            0.016301,            0.013211,            0.006337,            0.006337,            0.006337
                  39,            0.036616,            0.043151,            0.025767,             0.79601,             0.61215,             0.68455,             0.49205,            0.028451,            0.015776,            0.015878,            0.006238,            0.006238,            0.006238
                  40,            0.036221,            0.043316,            0.024946,             0.59236,              0.6735,             0.72495,             0.51017,            0.028809,            0.015855,            0.014408,            0.006139,            0.006139,            0.006139
                  41,            0.036976,            0.043846,            0.025275,             0.85804,             0.60294,             0.70919,             0.51385,             0.02845,            0.015952,            0.014856,             0.00604,             0.00604,             0.00604
                  42,            0.036514,            0.043104,            0.024671,              0.6853,             0.63425,             0.66671,             0.48822,             0.03053,            0.015747,             0.01581,            0.005941,            0.005941,            0.005941
                  43,            0.036105,            0.042625,            0.024746,             0.69285,             0.66565,              0.7014,             0.51103,            0.029134,             0.01559,            0.014701,            0.005842,            0.005842,            0.005842
                  44,            0.035885,            0.042607,            0.024421,             0.60823,             0.75193,             0.74303,             0.53237,            0.028388,            0.015553,            0.012189,            0.005743,            0.005743,            0.005743
                  45,            0.036034,            0.043188,            0.023313,             0.63585,             0.70382,             0.72847,             0.51918,            0.027716,            0.015905,            0.012753,            0.005644,            0.005644,            0.005644
                  46,            0.035864,            0.043065,            0.023825,             0.72756,             0.65001,             0.70749,             0.51242,            0.027859,            0.015577,            0.012768,            0.005545,            0.005545,            0.005545
                  47,            0.035834,            0.042212,            0.023888,             0.67742,              0.6786,             0.73403,                0.53,            0.027417,            0.015692,            0.012262,            0.005446,            0.005446,            0.005446
                  48,            0.036054,              0.0436,            0.023735,             0.64829,             0.70704,             0.73339,             0.52335,            0.027523,            0.015558,            0.012755,            0.005347,            0.005347,            0.005347
                  49,            0.035695,            0.042114,            0.023847,             0.84058,             0.62242,             0.70262,             0.51313,            0.027724,            0.015173,            0.013921,            0.005248,            0.005248,            0.005248
                  50,            0.035314,              0.0419,            0.023236,             0.66364,             0.70363,              0.7388,             0.53118,            0.028263,             0.01533,            0.012008,            0.005149,            0.005149,            0.005149
                  51,            0.035317,            0.042572,            0.023072,             0.64374,              0.6741,             0.70447,             0.52474,            0.027247,            0.015242,            0.011534,             0.00505,             0.00505,             0.00505
                  52,            0.035115,            0.042229,            0.022396,             0.71212,             0.66637,             0.72105,             0.51991,            0.027242,            0.015282,            0.012566,            0.004951,            0.004951,            0.004951
                  53,            0.034904,            0.041983,            0.022011,             0.60786,             0.70294,             0.71624,             0.52283,            0.027756,            0.015234,             0.01286,            0.004852,            0.004852,            0.004852
                  54,            0.034804,            0.042035,            0.022312,             0.72508,             0.66745,              0.7402,             0.53448,             0.02732,            0.015363,            0.011619,            0.004753,            0.004753,            0.004753
                  55,            0.035078,            0.042419,            0.021865,             0.62717,             0.71333,              0.7199,             0.52435,            0.027736,            0.015208,            0.011149,            0.004654,            0.004654,            0.004654
                  56,            0.034994,            0.041655,            0.021375,             0.64761,             0.72463,             0.72194,             0.52751,            0.027704,            0.015259,            0.010658,            0.004555,            0.004555,            0.004555
                  57,             0.03465,             0.04242,            0.021456,             0.63146,             0.69355,             0.71302,             0.53108,            0.026861,            0.015179,            0.011975,            0.004456,            0.004456,            0.004456
                  58,            0.034909,            0.041816,            0.020756,             0.67586,             0.67927,             0.71845,             0.53273,            0.026828,            0.015153,            0.011417,            0.004357,            0.004357,            0.004357
                  59,            0.034436,            0.041538,            0.020943,              0.7079,             0.67297,             0.70652,             0.52828,            0.026779,            0.015125,            0.011749,            0.004258,            0.004258,            0.004258
                  60,            0.034335,            0.041463,            0.020328,             0.58801,             0.66376,             0.68549,             0.51142,            0.027573,               0.015,            0.011107,            0.004159,            0.004159,            0.004159
                  61,            0.034694,            0.041815,            0.020647,             0.63928,             0.68845,             0.71957,              0.5318,            0.026928,            0.014984,            0.010307,             0.00406,             0.00406,             0.00406
                  62,            0.034608,            0.041465,            0.020612,             0.75074,             0.68298,              0.7186,              0.5236,            0.026789,            0.014808,            0.010834,            0.003961,            0.003961,            0.003961
                  63,            0.033719,            0.042088,            0.020378,             0.71474,             0.70128,             0.72682,             0.53405,            0.026369,            0.014749,            0.010226,            0.003862,            0.003862,            0.003862
                  64,            0.033974,            0.041125,            0.020074,             0.86564,             0.63148,              0.7223,             0.53759,            0.026437,            0.014785,            0.011078,            0.003763,            0.003763,            0.003763
                  65,            0.034123,            0.041498,             0.01928,             0.70958,             0.67672,             0.71773,               0.536,            0.027203,            0.014821,            0.011039,            0.003664,            0.003664,            0.003664
                  66,            0.034041,            0.041465,            0.018782,             0.63295,             0.69989,             0.72812,             0.54065,            0.026074,             0.01467,           0.0098274,            0.003565,            0.003565,            0.003565
                  67,            0.033478,            0.040905,             0.01922,             0.72069,             0.69848,             0.73627,             0.54406,            0.026347,            0.014723,            0.010417,            0.003466,            0.003466,            0.003466
                  68,            0.033888,            0.040507,            0.019696,             0.80426,             0.67454,             0.74693,             0.53823,            0.026535,            0.014876,           0.0099009,            0.003367,            0.003367,            0.003367
                  69,            0.033457,            0.041237,            0.018485,             0.72803,             0.66311,             0.71733,             0.53964,            0.026496,            0.014763,            0.010307,            0.003268,            0.003268,            0.003268
                  70,            0.033411,             0.04094,            0.018635,             0.68608,             0.72513,             0.73968,             0.54228,            0.025842,            0.014713,           0.0097745,            0.003169,            0.003169,            0.003169
                  71,            0.033427,            0.040996,             0.01798,             0.69249,             0.69947,             0.74685,             0.54629,            0.026213,            0.014661,           0.0096674,             0.00307,             0.00307,             0.00307
                  72,            0.033482,            0.040623,            0.017853,             0.70854,             0.67134,             0.71932,             0.53954,             0.02597,            0.014611,           0.0098165,            0.002971,            0.002971,            0.002971
                  73,            0.033028,            0.039744,            0.017962,              0.6294,             0.73315,             0.72467,             0.53979,            0.025962,            0.014644,           0.0096921,            0.002872,            0.002872,            0.002872
                  74,            0.032924,            0.040534,            0.017999,             0.66118,              0.7208,             0.73361,             0.55081,            0.026232,             0.01464,           0.0093743,            0.002773,            0.002773,            0.002773
