               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  81,            0.032593,            0.040438,            0.016813,              0.8548,             0.66073,             0.74187,              0.5506,            0.025936,            0.014383,            0.010676,             0.00208,             0.00208,             0.00208
                  82,            0.032164,            0.039529,            0.016529,             0.70221,             0.71018,             0.73734,             0.54975,             0.02574,            0.014357,             0.01091,            0.001981,            0.001981,            0.001981
                  83,            0.031979,            0.040138,            0.015602,             0.70332,             0.70842,             0.73761,             0.55037,            0.025704,             0.01428,             0.01087,            0.001882,            0.001882,            0.001882
                  84,            0.032294,            0.040272,            0.016248,             0.68379,             0.72287,              0.7394,             0.55579,            0.025752,            0.014241,            0.010847,            0.001783,            0.001783,            0.001783
                  85,            0.031859,             0.03969,            0.015878,             0.85514,             0.66453,             0.74222,             0.55824,             0.02586,            0.014236,            0.010808,            0.001684,            0.001684,            0.001684
                  86,            0.032132,            0.039966,            0.015502,              0.8296,             0.65246,             0.73446,             0.55326,            0.025848,             0.01423,            0.010637,            0.001585,            0.001585,            0.001585
                  87,            0.031918,             0.03995,            0.015133,             0.77644,             0.66177,             0.73422,             0.55522,            0.025774,            0.014235,            0.010497,            0.001486,            0.001486,            0.001486
                  88,             0.03161,            0.039187,            0.015107,             0.77143,             0.66739,             0.73242,             0.55348,            0.025698,            0.014224,            0.010757,            0.001387,            0.001387,            0.001387
                  89,            0.031544,            0.039567,            0.014929,             0.75958,             0.67167,             0.73288,             0.55572,            0.025756,            0.014195,            0.010875,            0.001288,            0.001288,            0.001288
                  90,            0.031278,             0.03884,            0.015017,             0.75101,             0.66874,             0.73248,             0.55042,            0.025621,             0.01414,            0.010905,            0.001189,            0.001189,            0.001189
                  91,            0.031287,            0.039008,            0.014558,             0.85043,             0.65777,             0.73729,             0.55462,            0.025464,            0.014067,            0.011091,             0.00109,             0.00109,             0.00109
                  92,            0.031449,            0.038994,            0.014498,             0.74566,             0.67235,             0.74143,             0.55695,            0.025415,            0.014081,            0.010686,            0.000991,            0.000991,            0.000991
                  93,            0.031368,             0.03894,            0.014402,             0.79141,             0.65174,             0.74095,             0.55984,            0.025399,            0.014115,            0.010488,            0.000892,            0.000892,            0.000892
                  94,            0.031269,            0.038894,            0.014414,             0.77254,             0.66424,             0.73578,             0.55568,            0.025517,            0.014116,             0.01045,            0.000793,            0.000793,            0.000793
                  95,             0.03118,            0.039254,            0.013966,             0.66061,             0.72611,              0.7352,             0.55885,            0.025511,            0.014083,            0.010307,            0.000694,            0.000694,            0.000694
                  96,             0.03092,            0.038013,            0.014147,             0.77354,             0.66356,             0.74471,             0.55791,            0.025546,            0.014069,            0.010268,            0.000595,            0.000595,            0.000595
                  97,            0.030751,            0.038118,            0.013817,             0.67002,             0.72026,             0.73387,             0.55963,            0.025572,            0.014039,             0.01072,            0.000496,            0.000496,            0.000496
                  98,            0.030564,            0.038932,            0.012934,             0.67419,             0.71406,             0.73202,             0.55778,            0.025525,            0.014039,            0.010866,            0.000397,            0.000397,            0.000397
                  99,            0.030764,            0.038827,             0.01338,             0.76492,             0.65806,             0.73292,             0.55931,            0.025502,            0.014031,            0.010976,            0.000298,            0.000298,            0.000298
