               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  54,            0.034795,            0.041205,            0.022267,              0.8439,             0.64372,             0.72877,              0.5274,            0.027224,            0.015715,            0.013078,            0.004753,            0.004753,            0.004753
                  55,            0.035307,             0.04316,            0.022342,             0.75901,             0.64911,             0.71924,             0.52395,            0.027402,            0.015536,            0.013927,            0.004654,            0.004654,            0.004654
                  56,            0.034917,            0.042169,            0.021387,             0.86085,             0.62451,             0.71228,             0.51874,            0.026567,            0.015492,            0.013304,            0.004555,            0.004555,            0.004555
                  57,            0.034994,            0.041504,            0.021423,             0.81522,             0.64021,              0.7076,             0.52279,             0.02677,            0.015593,            0.013191,            0.004456,            0.004456,            0.004456
                  58,            0.034589,            0.041774,            0.021087,             0.67339,             0.68155,             0.71839,             0.51952,            0.026792,            0.015383,            0.013821,            0.004357,            0.004357,            0.004357
                  59,            0.034893,            0.041633,             0.02079,             0.85367,             0.63399,             0.71245,             0.52398,            0.026722,            0.015437,             0.01292,            0.004258,            0.004258,            0.004258
                  60,            0.034711,            0.041766,             0.02073,             0.74205,             0.65242,             0.71499,             0.52268,            0.027214,            0.015297,            0.012582,            0.004159,            0.004159,            0.004159
                  61,            0.034743,            0.041473,            0.020476,             0.70798,             0.71603,              0.7589,             0.53973,            0.026378,            0.015329,            0.011626,             0.00406,             0.00406,             0.00406
                  62,            0.034171,            0.041407,            0.020199,             0.65389,             0.69021,             0.72528,              0.5281,            0.026499,            0.015137,            0.011627,            0.003961,            0.003961,            0.003961
                  63,            0.034591,            0.042116,            0.020624,             0.58766,             0.73654,             0.72934,               0.529,            0.026464,            0.015133,            0.012226,            0.003862,            0.003862,            0.003862
                  64,             0.03416,            0.041238,            0.020067,             0.83836,             0.64932,             0.71689,             0.53012,            0.026343,             0.01515,            0.012938,            0.003763,            0.003763,            0.003763
                  65,            0.034457,            0.041063,            0.020647,             0.64708,             0.66266,             0.71275,             0.52451,            0.026195,            0.015128,            0.012467,            0.003664,            0.003664,            0.003664
                  66,            0.033999,            0.041121,            0.019602,             0.68224,             0.70755,             0.73796,             0.54224,            0.026181,            0.015084,             0.01177,            0.003565,            0.003565,            0.003565
                  67,            0.034047,            0.041131,            0.018817,             0.70791,             0.71942,             0.73944,             0.54374,            0.025736,            0.015065,            0.011758,            0.003466,            0.003466,            0.003466
                  68,             0.03401,            0.041084,            0.019792,             0.75449,             0.67025,             0.74063,             0.54516,            0.026081,            0.015094,            0.011521,            0.003367,            0.003367,            0.003367
                  69,            0.034127,            0.041482,            0.018603,             0.63155,             0.69906,             0.72557,             0.53823,            0.026126,            0.015126,            0.011526,            0.003268,            0.003268,            0.003268
                  70,            0.033974,            0.040544,            0.019242,             0.63412,             0.72658,             0.72536,             0.53717,            0.026211,             0.01507,             0.01061,            0.003169,            0.003169,            0.003169
                  71,             0.03351,            0.041068,            0.018451,             0.78106,              0.6722,             0.72841,             0.54036,            0.026046,            0.014945,            0.011228,             0.00307,             0.00307,             0.00307
                  72,            0.033332,            0.041031,            0.018438,             0.67007,             0.68869,             0.72297,             0.53747,             0.02582,            0.014993,            0.011332,            0.002971,            0.002971,            0.002971
                  73,            0.033508,            0.040809,             0.01793,             0.70479,             0.69848,             0.74033,             0.54766,            0.025929,             0.01478,            0.010792,            0.002872,            0.002872,            0.002872
